id,Dublin Core:Identifier,Dublin Core:Type,Dublin Core:Title,Dublin Core:Description,Dublin Core:Date,Dublin Core:Temporal Coverage,Dublin Core:Extent,Dublin Core:Relation,Scripto:Status,tags,recordType,collection,file
192,umd:99359;http://hdl.handle.net/1903.1/16261,Letters,"Sellman Family Papers, Series 1, Box 1, Folder 3: To Benjamin Harrison from Benjamin Harwood, 1853","The Sellman Family Papers span the years 1828 through 1908 with the bulk of the material dating between 1850 and 1865. The collection contains family and business correspondence; bills and receipts; guardianship documents; handwriting exercises; and household and farm account books and diaries. Subjects covered include daily life; farm management; the cholera epidemic in Grand Gulf, Mississippi; treatment of slaves; sale of crops in Baltimore; and the education of the Sellman children at home and at St. John's College in Annapolis. For more information, please see the full finding aid at http://hdl.handle.net/1903.1/1770.",1853-06-27,1901-2000,1 pages,Historical Manuscripts,To transcribe,Agriculture -- Maryland -- Anne Arundel County -- History -- Sources;Anne Arundel County (Md.) -- Genealogy;Sellman Family 1853-- Correspondence,Item,Sellman Family papers,http://fedora.lib.umd.edu/fedora/get/umd:99360/image
193,umd:99479;http://hdl.handle.net/1903.1/16273,Letters,"Sellman Family Papers, Series 1, Box 1, Folder 7: To Lucinda Harwood Sellman from Benjamin Harwood, 1842, 1849, 1853","The Sellman Family Papers span the years 1828 through 1908 with the bulk of the material dating between 1850 and 1865. The collection contains family and business correspondence; bills and receipts; guardianship documents; handwriting exercises; and household and farm account books and diaries. Subjects covered include daily life; farm management; the cholera epidemic in Grand Gulf, Mississippi; treatment of slaves; sale of crops in Baltimore; and the education of the Sellman children at home and at St. John's College in Annapolis. For more information, please see the full finding aid at http://hdl.handle.net/1903.1/1770.",1842;1849;1853,2001-2100,12 pages,Historical Manuscripts,To transcribe,Anne Arundel County (Md.) -- Genealogy;1812--1866-- Correspondence,Item,Sellman Family papers,http://fedora.lib.umd.edu/fedora/get/umd:99481/image;http://fedora.lib.umd.edu/fedora/get/umd:99480/image;http://fedora.lib.umd.edu/fedora/get/umd:99487/image;http://fedora.lib.umd.edu/fedora/get/umd:99483/image;http://fedora.lib.umd.edu/fedora/get/umd:99491/image;http://fedora.lib.umd.edu/fedora/get/umd:99488/image;http://fedora.lib.umd.edu/fedora/get/umd:99489/image;http://fedora.lib.umd.edu/fedora/get/umd:99486/image;http://fedora.lib.umd.edu/fedora/get/umd:99484/image;http://fedora.lib.umd.edu/fedora/get/umd:99482/image;http://fedora.lib.umd.edu/fedora/get/umd:99485/image;http://fedora.lib.umd.edu/fedora/get/umd:99490/image
194,umd:164273;http://hdl.handle.net/1903.1/18954,Letters,"To Zenos Barnum from William P. Preston, February 26, 1864","Letter to Zenos Barnum from William P. Preston, February 26, 1864.",1864-02-26,1801-1900,3 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865",Item,Preston Family papers,http://fedora.lib.umd.edu/fedora/get/umd:164274/image;http://fedora.lib.umd.edu/fedora/get/umd:164277/image;http://fedora.lib.umd.edu/fedora/get/umd:164276/image
195,umd:164278;http://hdl.handle.net/1903.1/18955,Letters,"To Harriet Dame from Theodore A. Dame, May 2, 1832","Letter to Harriet Dame from Theodore A. Dame, May 2, 1832. Sealing wax still attached to outer page.",1832-05-2,1801-1900,4 pages,Historical Manuscripts,To transcribe,,Item,Preston Family papers,http://fedora.lib.umd.edu/fedora/get/umd:164279/image;http://fedora.lib.umd.edu/fedora/get/umd:164282/image;http://fedora.lib.umd.edu/fedora/get/umd:164280/image;http://fedora.lib.umd.edu/fedora/get/umd:164281/image
196,umd:164283;http://hdl.handle.net/1903.1/18956,Letters,"To Ebbie from May Preston McNeal, October 24, circa 1860s","Letter to Ebbie from May Preston McNeal, October 24, circa 1860s.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Preston Family papers,http://fedora.lib.umd.edu/fedora/get/umd:165095/image;http://fedora.lib.umd.edu/fedora/get/umd:164285/image
197,umd:164286;http://hdl.handle.net/1903.1/18958,Letters,"To K. Hoshino from Joshua Vansant McNeal, February 11, 1916","Letter to K. Hoshino from Joshua Vansant McNeal concerning Hoshino's son, February 11, 1916.",1916-02-11,1901-2000,3 pages,Historical Manuscripts,To transcribe,,Item,Preston Family papers,http://fedora.lib.umd.edu/fedora/get/umd:164287/image;http://fedora.lib.umd.edu/fedora/get/umd:164360/image;http://fedora.lib.umd.edu/fedora/get/umd:164357/image
198,umd:164288;http://hdl.handle.net/1903.1/18959,Letters,"To Mssrs. Keller, Wallis, and Postlethwaite from William P. Preston, May 17, 1869","To Mssrs. Keller, Wallis, and Postlethwaite from William P. Preston, May 17, 1869.",1869-05-17,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Preston Family papers,http://fedora.lib.umd.edu/fedora/get/umd:164289/image;http://fedora.lib.umd.edu/fedora/get/umd:164361/image
199,umd:164299;http://hdl.handle.net/1903.1/18966,Prose,"Pre-nuptial agreement, Mary Chew and John Hepburn, 1739","Three-party ""pre-nuptial"" agreement between Mary Chew and Philip Thomas of Anne Arundel County and John Hepburn of Prince George's County. Dated February 8, 1739, this document lists 30 slaves and other chattel of Mary Chew and talks of their disposition upon her pending marriage to John Hepburn. Agreement was signed in the presence of Benjamin Johns, John Hewings, Margaret Thomas, and William Thomas.",1739-02-8,1701-1800,2 pages,Historical Manuscripts,To transcribe,Hepburn family -- Archives;Slaveholders -- Maryland -- Prince George's County -- Archives;Marriage,Item,Hepburn Family Papers,http://fedora.lib.umd.edu/fedora/get/umd:164304/image;http://fedora.lib.umd.edu/fedora/get/umd:165096/image
200,umd:164348;http://hdl.handle.net/1903.1/19005,Prose,"Bond from Richard Stone to John Hepburn, 1743","Bond from Richard Stone of Prince George's County, Maryland, to John Hepburn for the sum of 1675 pounds of tobacco, October 29, 1743.",1743-10-29,1701-1800,2 pages,Historical Manuscripts,To transcribe,Hepburn family -- Archives,Item,Hepburn Family Papers,http://fedora.lib.umd.edu/fedora/get/umd:164353/image;http://fedora.lib.umd.edu/fedora/get/umd:164352/image
201,umd:164362;http://hdl.handle.net/1903.1/19011,Letters,"To Louis Kossuth from William P. Preston, February 15, 1855 [copy]","To Louis Kossuth from William P. Preston, February 15, 1855 [copy].",1855-02-15,1801-1900,4 pages,Historical Manuscripts,To transcribe,,Item,Preston Family papers,http://fedora.lib.umd.edu/fedora/get/umd:164363/image;http://fedora.lib.umd.edu/fedora/get/umd:164366/image;http://fedora.lib.umd.edu/fedora/get/umd:164364/image;http://fedora.lib.umd.edu/fedora/get/umd:164365/image
202,umd:164367;http://hdl.handle.net/1903.1/19012,Letters,"To Misses Lawson from May Preston McNeal, February 7, 1872","To Misses Lawson from May Preston McNeal, February 7, 1872.",1872-02-7,1801-1900,1 pages,Historical Manuscripts,To transcribe,,Item,Preston Family papers,http://fedora.lib.umd.edu/fedora/get/umd:164368/image
203,umd:164369;http://hdl.handle.net/1903.1/19013,Letters,"To McNeal children from May Preston McNeal (Mama), 1883, 1892, 1904","Three letters to the McNeal children from their mother, May Preston McNeal. Letters are dated 1883, 1892, and 1904.",,1801-1900;1901-2000,13 pages,Historical Manuscripts,To transcribe,,Item,Preston Family papers,http://fedora.lib.umd.edu/fedora/get/umd:164370/image;http://fedora.lib.umd.edu/fedora/get/umd:164443/image;http://fedora.lib.umd.edu/fedora/get/umd:164438/image;http://fedora.lib.umd.edu/fedora/get/umd:164429/image;http://fedora.lib.umd.edu/fedora/get/umd:164442/image;http://fedora.lib.umd.edu/fedora/get/umd:164439/image;http://fedora.lib.umd.edu/fedora/get/umd:164440/image;http://fedora.lib.umd.edu/fedora/get/umd:164435/image;http://fedora.lib.umd.edu/fedora/get/umd:164432/image;http://fedora.lib.umd.edu/fedora/get/umd:164371/image;http://fedora.lib.umd.edu/fedora/get/umd:164433/image;http://fedora.lib.umd.edu/fedora/get/umd:164441/image;http://fedora.lib.umd.edu/fedora/get/umd:164444/image
204,umd:164372;http://hdl.handle.net/1903.1/19014,Prose,"John Hepburn receipt, 1748","Receipt from Thomas Collings of Prince George's County to John Hepburn for the amount of 320 pounds of tobacco to be repaid, signed May 29, 1748.",1748-05-29,1701-1800,2 pages,Historical Manuscripts,To transcribe,Hepburn family -- Archives,Item,Hepburn Family Papers,http://fedora.lib.umd.edu/fedora/get/umd:164374/image;http://fedora.lib.umd.edu/fedora/get/umd:164373/image
205,umd:164375;http://hdl.handle.net/1903.1/19016,Prose,"John Hepburn receipt, 1748","Receipt from Thomas Collings of Prince George's County to John Hepburn for the amount of 500 pounds of tobacco to be repaid, signed April 29, 1748.",1748-04-29,1701-1800,2 pages,Historical Manuscripts,To transcribe,Hepburn family -- Archives,Item,Hepburn Family Papers,http://fedora.lib.umd.edu/fedora/get/umd:164377/image;http://fedora.lib.umd.edu/fedora/get/umd:164376/image
